SK_ID_CURR,AGE,ANNUAL_INCOME,LOAN_AMOUNT,EMPLOYMENT_YEARS,CREDIT_SCORE,EXISTING_LOANS,TARGET
102924,29,71028,47875,32,628,3,1
102925,58,80101,94595,3,501,2,1
102926,26,47200,88729,20,774,3,1
102927,39,115107,69377,23,817,0,0
102928,64,108074,59691,30,314,3,0
102929,31,126091,98337,23,341,4,1
102930,22,81465,69303,9,842,4,1
102931,64,129500,65839,1,588,0,1
102932,64,106436,54063,30,832,2,1
102933,29,138422,96782,24,543,0,1
102934,41,144124,83343,3,473,2,1
102935,44,107892,88071,10,833,1,0
102936,54,108559,10492,16,808,4,1
102937,42,140044,36357,1,543,4,1
102938,23,59148,76838,5,359,4,1
102939,32,102928,37314,8,403,2,0
102940,48,40698,53697,4,602,0,0
102941,50,62470,75283,19,376,2,0
102942,46,112071,64567,28,317,4,1
102943,41,71660,52006,20,833,4,1
102944,48,73910,65011,8,483,4,0
102945,46,55450,15686,27,849,4,0
102946,53,76463,42449,7,580,1,0
102947,41,53757,66606,30,587,4,1
102948,55,98012,23891,19,824,2,1
102949,54,126750,57115,26,773,4,0
102950,61,147043,65719,7,566,3,1
102951,38,90247,78030,20,656,1,0
102952,31,92015,41723,27,300,4,0
102953,43,51390,34877,22,326,3,0
102954,42,76116,98517,5,847,2,1
102955,37,33161,19026,2,459,1,1
102956,25,52152,25422,4,698,4,1
102957,64,100171,14244,8,842,2,0
102958,31,126379,38481,6,426,3,1
102959,50,115833,94180,3,509,1,1
102960,35,40836,63031,38,449,4,1
102961,47,110367,13521,4,330,2,1
102962,55,86543,6746,10,601,1,0
102963,53,75648,88127,14,556,3,0
102964,40,46331,97254,33,356,4,1
102965,36,125992,73232,12,308,1,0
102966,54,30763,17012,6,304,3,0
102967,22,89444,85224,39,413,3,0
102968,55,113109,28457,5,504,2,0
102969,60,39187,75572,38,323,3,1
102970,48,31957,34960,29,792,3,1
102971,59,24379,92695,21,705,0,1
102972,26,47959,12910,24,402,3,0
102973,29,102018,7693,27,359,4,1
102974,40,143076,20858,19,385,1,1
102975,21,47105,33810,38,671,4,1
102976,28,20877,25092,2,501,4,1
102977,43,68353,93779,4,388,2,1
102978,23,103788,53700,0,736,0,0
102979,24,116870,63105,14,419,0,1
102980,45,104585,35505,25,455,4,1
102981,58,103308,78228,2,698,1,0
102982,35,71567,33555,39,487,0,0
102983,41,77913,76934,33,351,0,1
102984,55,22637,77788,4,830,4,1
102985,34,92778,82257,30,779,0,0
102986,56,62025,22939,12,529,2,0
102987,32,126917,16825,0,780,4,1
102988,37,121187,95787,21,429,0,0
102989,59,119508,29151,14,354,0,0
102990,29,102464,5036,25,570,0,0
102991,55,48742,98948,17,399,4,1
102992,33,31831,88707,8,368,1,1
102993,35,133768,44051,0,598,3,1
102994,38,135911,85738,8,828,0,1
102995,53,105092,78596,22,653,3,1
102996,26,110879,65071,1,451,3,1
102997,47,108370,78601,13,629,0,0
102998,43,146537,34873,37,415,0,1
102999,47,66762,41648,39,841,3,1
103000,54,124824,76468,17,622,1,0
103001,58,118958,31470,15,528,3,1
103002,34,108741,70129,28,659,1,1
103003,56,38830,13328,10,304,2,0
103004,28,75044,11333,5,327,1,0
103005,55,93948,51638,2,663,4,0
103006,39,89202,16268,13,761,0,1
103007,50,57045,75603,1,530,2,0
103008,34,106322,22045,31,694,3,1
103009,40,137257,45741,30,570,1,0
103010,45,91051,93306,10,603,2,1
103011,60,127509,47770,21,682,4,0
103012,44,46627,12887,2,327,1,1
103013,34,35198,29918,30,818,3,1
103014,46,89521,40497,32,498,3,0
103015,58,131439,98562,23,381,1,1
103016,43,126471,66009,0,387,4,1
103017,42,49475,16929,14,689,0,0
103018,39,125752,66762,36,750,0,1
103019,23,138998,84099,26,732,3,1
103020,62,39403,33546,37,673,4,1
103021,39,23681,83424,26,734,3,0
103022,29,111555,42338,11,486,0,1
103023,48,138884,39283,2,689,3,1
103024,40,113122,87494,29,517,1,1
103025,27,135260,83170,31,407,1,1
103026,34,62292,89787,22,849,4,1
103027,29,123057,51566,1,648,0,0
103028,39,125386,90464,6,821,4,0
103029,34,122306,86991,33,325,4,1
103030,58,25629,97680,31,347,0,1
103031,56,113246,33013,38,669,2,1
103032,60,115864,57132,31,313,2,1
103033,37,97814,92412,13,486,3,1
103034,50,28417,97498,2,823,2,1
103035,29,138888,33084,31,578,1,1
103036,53,54765,26143,35,640,4,0
103037,45,94499,96627,16,627,3,0
103038,34,134088,19179,2,324,4,0
103039,31,76574,63726,9,828,0,1
103040,55,122828,15222,39,725,2,1
103041,61,110545,64965,17,328,0,0
103042,34,148206,69068,2,622,3,1
103043,50,47675,28949,38,612,1,0
103044,61,145609,21116,9,569,2,0
103045,24,121711,56052,8,594,0,0
103046,24,92267,56369,10,522,2,1
103047,48,60563,53817,32,374,4,0
103048,28,31332,88203,35,401,1,1
103049,22,143745,79311,25,831,2,1
103050,61,39177,34655,26,472,1,0
103051,42,109254,62802,37,303,4,1
103052,61,88447,52632,21,778,4,1
103053,36,77104,19193,25,694,0,0
103054,49,104335,85212,21,466,3,1
103055,50,134938,35776,4,599,0,1
103056,32,100730,48225,34,417,1,1
103057,55,24951,65010,1,811,0,1
103058,31,126402,87735,34,474,2,1
103059,41,48333,70451,8,458,0,0
103060,41,41673,53812,17,683,3,1
103061,25,134421,85602,11,526,3,0
103062,40,60870,23895,2,337,1,0
103063,57,141945,70782,17,762,4,1
103064,23,147536,26209,37,730,3,1
103065,64,91101,87336,6,403,1,1
103066,53,42821,66807,32,492,3,0
103067,29,45494,28086,5,549,3,1
103068,29,119477,90637,17,312,4,1
103069,24,146083,87027,21,687,2,0
103070,55,94160,32207,38,370,1,0
103071,37,132698,25897,8,737,3,0
103072,54,131560,68083,34,343,3,0
103073,44,20835,71957,22,571,0,1
103074,52,145126,83506,11,313,2,0
103075,21,38646,12283,23,670,4,1
103076,28,143777,99024,39,411,1,1
103077,43,97360,86481,8,678,3,1
103078,60,57335,5255,12,613,1,1
103079,32,89351,81555,39,714,4,1
103080,32,134934,20487,16,784,2,1
103081,35,22429,24346,6,468,0,1
103082,61,61950,40050,16,545,2,1
103083,39,80654,13744,23,565,0,0
103084,46,127422,29756,1,542,1,1
103085,49,129934,66596,34,599,2,1
103086,42,139975,88397,27,626,2,0
103087,60,88143,30146,18,829,2,1
103088,41,111186,60032,32,641,4,0
103089,58,124234,47687,20,548,1,0
103090,40,117889,51103,9,679,0,1
103091,49,122326,26976,8,831,2,0
103092,24,97527,67863,37,680,1,0
103093,27,106704,5591,5,341,4,1
103094,48,51099,11277,34,644,4,0
103095,48,59385,66860,17,560,1,0
103096,24,55919,7260,18,605,0,0
103097,42,116952,70883,4,539,1,0
103098,32,80782,29741,24,612,1,1
103099,23,91116,42211,10,740,3,0
103100,42,92590,46542,9,432,4,0
103101,64,109626,11869,16,350,0,0
103102,22,60387,98618,35,691,3,1
103103,44,35823,92616,25,822,1,1
103104,54,66015,69732,30,807,4,0
103105,47,122877,99515,31,653,3,0
103106,61,35339,24422,20,694,3,0
103107,21,149949,40613,17,395,0,0
103108,28,23491,62016,17,405,1,1
103109,43,20706,65110,0,812,0,0
103110,58,117493,93529,13,541,3,1
103111,26,35728,82922,7,787,3,1
103112,42,26997,39033,1,814,0,1
103113,45,123537,50213,14,360,3,0
103114,38,80408,66993,33,715,2,0
103115,37,78097,17938,35,593,4,1
103116,32,149526,81695,0,601,1,1
103117,26,58523,7274,20,469,4,0
103118,46,141648,89390,0,340,1,1
103119,47,45163,36815,31,530,3,1
103120,28,37718,81018,19,708,0,1
103121,39,107508,23961,35,596,0,0
103122,62,103767,25044,38,754,3,0
103123,21,59619,26975,29,356,1,1
103124,49,32126,19706,6,539,3,1
103125,55,109131,10974,21,475,1,1
103126,60,84926,81464,9,362,3,1
103127,34,60633,26213,7,437,3,1
103128,55,97654,6950,26,753,3,0
103129,40,23317,90013,9,748,0,1
103130,33,64980,15411,13,525,1,0
103131,58,64115,92231,10,742,3,0
103132,28,81646,51156,5,505,4,1
103133,63,63158,67744,20,326,4,1
103134,40,75963,22771,32,756,0,0
103135,53,67631,74810,18,406,2,1
103136,46,69316,40053,38,743,0,0
103137,59,125364,57076,23,335,2,1
103138,41,79342,12045,17,454,0,0
103139,62,35504,62623,34,468,4,1
103140,63,88593,34714,36,571,3,1
103141,61,46660,39386,18,846,1,0
103142,29,57196,13562,23,719,3,1
103143,44,85938,60048,33,483,4,1
103144,57,28605,98295,21,536,1,1
103145,61,77388,17026,3,808,2,1
103146,37,101297,36589,9,740,2,0
103147,44,75501,31844,1,421,4,1
103148,41,73309,28447,7,716,1,0
103149,59,47043,95415,32,834,3,1
103150,61,53635,82502,37,674,4,1
103151,59,99315,88268,27,625,2,1
103152,33,100691,59708,9,779,4,0
103153,31,126514,68925,0,449,3,1
103154,39,53132,75825,33,789,0,1
103155,31,109387,56574,2,452,0,0
103156,33,35366,90548,8,316,3,1
103157,21,113944,23812,4,647,1,0
103158,60,92107,60309,9,758,4,0
103159,64,82580,69230,11,501,3,1
103160,39,135267,46628,17,722,0,1
103161,32,142362,45581,20,579,2,1
103162,28,77889,51628,20,721,3,1
103163,28,99553,93628,0,764,3,1
103164,32,59236,30105,2,654,3,1
103165,53,24150,84830,4,677,0,1
103166,46,131369,74157,24,423,0,1
103167,59,39423,37442,7,379,3,1
103168,48,24137,92235,16,532,3,1
103169,25,49992,7347,8,779,1,1
103170,28,130540,52650,31,453,2,1
103171,45,114438,22110,5,708,4,1
103172,47,135140,67170,39,330,4,1
103173,43,64921,9923,20,802,4,1
103174,50,141225,56801,6,670,0,1
103175,43,99369,67771,6,622,0,0
103176,40,86917,86147,38,631,1,1
103177,38,93690,53135,26,542,0,0
103178,38,54235,24199,7,729,3,1
103179,22,98975,14066,8,481,2,0
103180,24,39122,57136,27,772,2,1
103181,50,43956,97290,14,675,2,0
103182,53,83879,41575,1,380,2,0
103183,56,78560,94796,6,849,4,1
103184,38,141435,51733,17,719,4,1
103185,57,102800,21991,21,766,3,0
103186,39,130310,27553,9,727,1,0
103187,48,88685,94710,32,356,0,1
103188,60,44660,92493,6,621,0,1
103189,40,148029,5634,2,841,4,1
103190,53,126196,17771,13,794,2,1
103191,32,106064,23298,35,565,3,1
103192,35,134440,84876,12,526,1,1
103193,61,21168,40999,15,353,4,1
103194,59,65124,76887,15,303,3,1
103195,22,55897,64648,4,738,3,1
103196,49,35032,67668,24,609,4,1
103197,61,72797,74374,37,388,3,1
103198,30,55294,72509,37,619,2,0
103199,22,63827,80783,37,674,3,1
103200,31,23516,49440,38,800,1,1
103201,33,39751,36655,25,533,3,0
103202,30,50373,48039,12,636,0,0
103203,34,142026,60255,25,484,3,0
103204,38,50270,77219,0,737,4,1
103205,29,30386,59989,7,479,0,1
103206,59,121859,16244,3,375,4,1
103207,48,84817,99594,20,571,1,1
103208,23,85184,63595,21,354,2,1
103209,40,134316,44551,36,376,1,0
103210,26,99693,68230,2,595,0,1
103211,47,57879,33371,18,518,2,1
103212,22,125056,74358,0,576,3,1
103213,49,69597,33878,28,565,0,1
103214,58,59132,41157,22,342,2,1
103215,23,23626,10914,32,660,4,1
103216,36,105936,88700,22,527,2,1
103217,50,122179,32180,4,526,4,0
103218,60,123801,8688,6,362,4,1
103219,22,101515,85219,5,470,2,0
103220,37,97065,83616,21,606,1,1
103221,61,75390,14916,12,333,1,1
103222,32,36645,61363,11,429,4,1
103223,55,111960,32360,3,693,0,1
103224,63,74144,42805,7,450,2,1
103225,21,33382,18453,36,683,0,1
103226,35,24025,27703,30,316,1,1
103227,46,63226,64021,36,313,0,1
103228,57,99380,79176,25,380,3,0
103229,41,142971,99799,7,506,3,1
103230,51,138910,86614,39,503,1,1
103231,45,89711,93919,32,678,0,0
103232,43,116055,86072,28,843,2,0
103233,44,146189,12410,4,322,1,0
103234,58,94710,86462,27,461,3,1
103235,48,23443,53268,39,443,1,0
103236,41,41395,39248,16,403,0,0
103237,63,30725,36159,22,681,0,0
103238,38,53461,47039,8,754,0,1
103239,56,147000,52800,1,716,4,0
103240,55,61115,45761,31,623,0,0
103241,29,130084,99626,30,470,3,1
103242,58,116887,91103,6,573,3,1
103243,50,103732,48663,29,751,4,0
103244,64,132145,85903,2,424,3,1
103245,54,99790,45412,8,682,3,1
103246,52,99557,40367,9,616,1,0
103247,23,131672,10813,25,406,0,0
103248,23,91260,64894,0,762,1,0
103249,48,48690,56444,29,729,1,1
103250,64,21407,39269,37,636,3,1
103251,35,93568,66748,14,795,2,0
103252,61,78560,46190,24,661,0,1
103253,43,67340,45318,5,731,2,0
103254,60,37794,42018,17,819,3,1
103255,31,39881,44759,0,705,4,1
103256,52,106292,21498,2,676,1,1
103257,56,125698,30989,16,451,3,1
103258,53,114952,30568,7,621,3,1
103259,44,69703,71577,39,513,2,1
103260,59,64354,35099,16,364,4,1
103261,54,111288,94900,24,569,1,0
103262,48,98462,45639,11,836,4,0
103263,57,139020,28482,28,399,4,1
103264,27,119301,74212,24,404,4,1
103265,24,138764,60261,35,430,0,1
103266,57,34390,92317,24,688,4,1
103267,21,124403,35048,28,620,3,1
103268,21,107475,8065,10,737,0,0
103269,40,47307,7036,3,318,0,1
103270,39,116364,40814,13,524,4,1
103271,49,114049,64694,37,759,3,1
103272,30,138740,21924,16,693,1,0
103273,38,139991,65204,1,525,4,0
103274,48,44502,37844,7,659,0,1
103275,55,115599,86943,35,729,1,1
103276,63,42486,26518,9,314,1,0
103277,51,131813,22059,6,845,0,1
103278,47,58258,28052,35,713,1,1
103279,31,77716,74803,15,654,3,1
103280,58,117228,76524,13,756,3,0
103281,25,123920,98510,15,830,4,0
103282,28,101494,94572,24,495,4,1
103283,54,120552,13680,3,414,1,1
103284,32,102768,72021,28,716,0,0
103285,58,30748,85249,5,651,3,1
103286,21,82785,25043,0,374,2,1
103287,51,96050,7419,38,335,4,1
103288,24,42738,61892,0,541,3,0
103289,25,94231,22140,39,362,1,1
103290,50,93606,48484,2,808,3,0
103291,44,113301,68869,0,487,3,1
103292,23,61662,50210,0,392,1,1
103293,31,138313,62600,38,304,4,1
103294,24,116297,83497,20,737,4,0
103295,46,102234,11487,29,465,2,1
103296,47,35123,65692,31,745,2,1
103297,63,120680,67112,32,324,4,1
103298,47,45616,36110,21,807,4,0
103299,62,122682,21360,29,397,4,0
103300,26,31182,54410,3,567,4,1
103301,35,110369,95418,22,692,3,1
103302,50,118878,88038,24,584,2,1
103303,62,82013,78167,11,408,1,1
103304,57,51331,8017,16,326,0,0
103305,57,66098,91261,14,354,1,1
103306,62,46128,65124,9,432,0,1
103307,57,51556,95298,34,351,3,1
103308,55,147398,55949,28,792,2,1
103309,43,107505,63268,11,597,0,1
103310,26,41876,71320,0,698,4,1
103311,24,28949,98556,0,317,3,0
103312,38,71962,86301,9,545,0,1
103313,29,110054,36127,17,802,4,1
103314,49,143984,8196,1,388,3,1
103315,33,91206,80088,7,502,0,0
103316,37,44099,46300,21,539,4,1
103317,52,124871,54714,21,789,2,1
103318,42,32716,36921,25,312,3,1
103319,24,72611,9746,25,614,0,1
103320,25,58885,73535,8,497,4,0
103321,57,73144,70350,20,542,2,0
103322,61,85220,55345,30,806,4,0
103323,33,27837,54220,5,342,2,1
103324,54,69355,86131,13,629,0,1
103325,42,67299,27063,32,728,4,1
103326,43,39159,76736,6,461,4,1
103327,23,145212,93913,23,734,1,1
103328,62,136680,83946,8,532,3,0
103329,54,136931,50971,10,410,4,1
103330,52,126802,8598,22,531,2,1
103331,41,136375,15564,1,572,3,1
103332,64,122413,54725,14,340,0,0
103333,41,71012,91134,34,765,3,1
103334,64,79305,64940,35,376,1,1
103335,31,107096,67085,27,789,0,0
103336,59,37106,22862,38,416,4,0
103337,24,78123,15265,3,733,0,1
103338,21,131825,14705,9,318,0,1
103339,48,28720,60279,5,495,1,1
103340,44,57661,67471,29,750,2,0
103341,55,135031,96080,34,724,0,0
103342,33,113898,84834,9,693,2,1
103343,54,113794,67979,31,583,3,0
103344,31,107318,60828,2,333,1,1
103345,56,126704,51104,25,594,4,0
103346,37,41120,45934,14,550,0,1
103347,55,39790,11050,16,638,2,1
103348,38,78655,48952,26,739,0,0
103349,60,79643,91570,17,479,1,1
103350,42,113448,13484,18,527,4,0
103351,44,67374,67648,11,322,3,1
103352,39,62907,64945,23,626,3,1
103353,57,70071,58678,4,453,2,0
103354,59,140507,36323,23,445,3,1
103355,41,54812,91332,26,551,2,1
103356,28,69570,99605,29,601,4,1
103357,48,70901,92363,14,369,0,0
103358,25,80186,40361,37,842,1,0
103359,37,142066,15315,33,392,4,1
103360,57,148364,52968,26,462,4,1
103361,56,70251,31519,19,380,3,1
103362,39,85171,14107,31,362,3,1
103363,47,56160,60781,3,735,1,0
103364,54,39156,8869,4,347,0,0
103365,31,96208,85983,7,744,4,1
103366,32,99980,32370,21,373,3,1
103367,41,92320,67695,6,841,4,0
103368,31,37929,65422,21,456,0,1
103369,59,86606,12971,29,786,2,0
103370,48,108442,30651,36,565,0,1
103371,25,120154,61974,15,555,4,0
103372,37,82559,28446,14,338,4,1
103373,40,74205,43108,4,354,1,0
103374,61,130694,80179,2,327,4,1
103375,32,88475,8823,22,417,3,1
103376,26,84341,18454,9,669,1,1
103377,37,115377,8932,4,508,4,0
103378,39,62863,15220,22,615,0,1
103379,46,101837,79090,14,692,4,0
103380,64,85439,72965,17,743,0,0
103381,64,27194,33208,24,558,0,1
103382,52,91387,77980,7,497,4,0
103383,26,141361,15510,30,744,0,0
103384,56,101914,49045,20,604,2,1
103385,58,86214,15537,1,638,1,1
103386,31,116176,77683,21,828,4,0
103387,53,119292,74134,7,353,2,0
103388,44,49777,77254,22,411,0,0
103389,43,145355,18782,31,718,0,0
103390,35,46183,70587,7,604,1,1
103391,47,47445,87238,3,737,2,0
103392,31,87038,80720,29,384,2,1
103393,37,136477,83004,18,823,4,1
103394,34,107201,27072,22,551,0,1
103395,47,36198,86015,17,425,3,1
103396,38,41411,99003,28,704,4,1
103397,48,70577,93938,22,603,4,1
103398,24,35867,77746,32,327,4,1
103399,27,82501,50702,17,565,1,1
103400,55,34266,11057,32,351,1,0
103401,29,59422,35916,6,810,4,1
103402,28,55208,32268,27,506,3,1
103403,37,128538,48978,0,810,2,0
103404,37,141544,28259,38,500,2,1
103405,53,51213,58583,33,583,0,1
103406,52,27367,84400,38,656,2,0
103407,28,144158,39293,18,346,2,1
103408,39,99026,12043,30,436,3,1
103409,58,55362,55430,12,429,2,1
103410,23,139377,43893,23,494,3,0
103411,25,71588,45642,4,663,1,0
103412,33,58285,83065,22,731,3,1
103413,51,146683,35868,18,368,1,0
103414,36,145085,31309,0,757,3,0
103415,52,94755,28284,32,839,4,1
103416,42,91846,74000,32,634,1,1
103417,49,56307,89179,31,825,1,0
103418,42,115167,67107,27,315,2,1
103419,63,100280,70049,36,755,1,1
103420,23,39867,34265,11,809,3,1
103421,30,76523,86490,8,508,4,1
103422,62,104161,28880,10,457,4,1
103423,41,26378,89579,32,636,2,1
103424,36,104685,5255,18,540,3,1
103425,32,127669,6502,33,357,3,0
103426,22,96958,75192,6,604,0,1
103427,61,47926,70424,30,644,1,1
103428,44,123215,80838,1,313,2,0
103429,55,118707,75966,18,658,4,0
103430,50,33180,46366,37,676,0,1
103431,50,112837,32425,31,542,3,1
103432,55,138070,57328,9,444,1,0
103433,39,56931,72396,7,714,4,0
103434,28,44014,76694,25,693,0,1
103435,46,134775,10806,29,657,3,1
103436,60,116472,91274,10,457,4,0
103437,27,99872,22106,19,317,4,1
103438,50,78502,61731,19,646,3,0
103439,27,107736,80010,8,357,3,0
103440,23,25470,87533,7,454,2,1
103441,21,116395,37599,14,786,4,1
103442,56,34953,76326,33,830,3,1
103443,45,124580,80706,23,786,0,0
103444,57,58507,14004,32,450,1,0
103445,21,138961,56364,39,658,2,0
103446,35,112969,30792,26,667,3,1
103447,57,111493,69912,20,346,1,0
103448,33,26523,59645,4,506,2,1
103449,60,106923,12232,34,749,4,1
103450,28,77190,83210,20,782,1,1
103451,25,67761,59766,3,442,2,0
103452,29,51169,86588,15,699,3,1
103453,21,65641,53542,30,396,3,1
103454,56,42990,10913,25,346,2,0
103455,55,49661,98449,34,490,4,1
103456,22,33419,15567,5,439,2,1
103457,60,34457,43379,32,530,0,1
103458,43,87600,79968,20,639,2,0
103459,29,123619,5319,15,790,2,1
103460,54,96102,95005,38,348,3,1
103461,34,53085,97026,33,752,4,0
103462,24,117064,91120,14,615,2,0
103463,50,70654,9791,5,621,1,0
103464,51,26130,5329,1,386,3,1
103465,58,125723,79387,23,773,3,0
103466,31,22042,66032,27,581,2,1
103467,55,90134,49078,0,373,1,1
103468,28,62982,93662,0,752,2,1
103469,23,118422,26300,27,346,1,0
103470,34,85185,80700,35,395,3,1
103471,33,53477,55945,19,330,1,1
103472,52,134161,60609,7,833,2,0
103473,54,72709,65562,0,316,0,1
103474,39,48716,95045,25,511,0,1
103475,58,98137,66901,24,534,1,1
103476,36,56018,10703,9,691,2,0
103477,22,28061,97645,11,653,4,1
103478,60,28609,68115,6,604,0,0
103479,37,55371,93090,11,849,3,1
103480,54,130350,32676,39,839,2,0
103481,62,103021,66710,16,808,2,1
103482,36,40805,65077,4,694,0,0
103483,58,27857,94340,13,730,4,1
103484,22,31620,50440,33,476,3,1
103485,22,28177,41923,16,705,4,1
103486,46,50111,34802,34,600,3,0
103487,33,140770,95331,0,744,0,1
103488,51,108578,67904,35,426,2,1
103489,54,104181,65162,14,648,3,0
103490,59,109941,70169,18,320,2,0
103491,23,147049,73147,4,719,1,1
103492,28,31826,27075,18,451,1,1
103493,43,33890,87015,38,459,0,1
103494,34,102428,79716,4,779,0,0
103495,47,137067,14304,11,742,0,1
103496,49,146044,64622,18,395,1,0
103497,59,78031,59215,11,651,3,0
103498,59,139440,85146,35,374,4,0
103499,21,132134,78973,11,658,0,0
103500,37,95020,17521,17,432,4,1
103501,61,25495,29028,33,699,4,1
103502,50,48481,44328,32,438,1,1
103503,33,31267,32301,17,545,3,1
103504,41,137897,43015,28,590,1,1
103505,39,125702,92276,4,411,0,1
103506,39,26743,41845,24,469,1,0
103507,45,74800,91818,23,539,1,0
103508,42,123475,81394,28,636,1,1
103509,51,68773,49159,37,437,0,1
103510,37,77042,48714,32,535,0,1
103511,43,69476,85722,9,302,1,0
103512,52,147967,30230,36,415,1,1
103513,30,112105,97554,32,771,4,0
103514,30,48552,54262,22,430,3,0
103515,56,85242,95201,10,782,4,0
103516,28,65772,46722,23,700,3,0
103517,40,63730,51359,23,500,3,0
103518,52,48948,67796,6,591,1,0
103519,34,96311,45159,20,641,4,1
103520,48,89093,92052,19,515,3,1
103521,44,89123,95209,9,665,3,0
103522,35,36535,10239,24,768,0,1
103523,42,86490,96951,35,717,3,1
103524,50,66562,55886,14,326,1,0
103525,24,139042,32195,39,754,2,0
103526,33,145251,99859,39,313,0,1
103527,43,109080,39674,5,397,2,1
103528,28,147844,23105,36,578,1,1
103529,38,78535,34739,1,789,2,1
103530,32,118991,36969,11,506,3,0
103531,51,61269,19497,3,532,2,0
103532,34,100674,6816,22,538,4,0
103533,54,62462,97019,12,549,1,1
103534,38,23127,64254,16,605,4,1
103535,54,43147,92695,30,762,2,0
103536,31,65528,74385,15,535,4,1
103537,61,97095,92148,25,590,0,1
103538,32,133100,38826,27,338,2,0
103539,35,88931,68365,0,482,4,0
103540,51,110925,89242,11,329,3,1
103541,49,86381,55100,36,687,2,1
103542,46,119468,95099,19,442,0,1
103543,38,131258,9359,1,718,3,0
103544,52,83749,17809,35,373,2,0
103545,42,58672,69450,14,354,3,1
103546,58,33731,43428,37,323,2,1
103547,37,144647,99990,21,321,2,0
103548,43,74512,77790,31,727,1,1
103549,44,118658,95321,19,331,4,0
103550,28,71024,7093,35,638,2,0
103551,61,136712,49498,32,814,0,0
103552,26,121121,45985,14,811,4,0
103553,25,23832,37009,2,369,1,1
103554,64,52332,87094,28,387,4,1
103555,49,32467,22718,26,518,4,0
103556,48,61025,21705,4,569,2,1
103557,31,33107,92618,30,377,0,1
103558,21,148347,67598,21,309,2,1
103559,63,97994,82878,34,767,0,1
103560,39,114202,17239,6,635,0,1
103561,29,63481,51622,5,485,3,0
103562,47,22581,51665,25,845,2,1
103563,54,95118,37274,0,420,1,1
103564,64,144010,16419,18,573,4,1
103565,24,71638,20003,6,709,3,1
103566,56,143714,35866,35,657,1,0
103567,38,28418,26988,11,397,2,1
103568,35,113627,60894,19,540,0,1
103569,33,49113,95444,22,413,2,1
103570,39,104363,10674,24,786,2,0
103571,26,143607,75538,29,540,3,1
103572,32,83044,98103,28,455,1,1
103573,57,99955,71446,30,651,3,1
103574,37,81030,34072,17,343,1,1
103575,43,31814,38717,18,611,3,1
103576,46,119340,92345,3,437,4,0
103577,49,30024,31651,0,735,0,1
103578,53,83288,49291,14,442,0,0
103579,47,129236,68350,7,598,0,1
103580,45,77836,87020,14,561,4,1
103581,30,27435,9646,14,811,4,0
103582,43,87084,44713,38,361,0,1
103583,41,144023,72936,21,722,0,0
103584,41,90601,49331,17,695,1,0
103585,63,108416,27185,15,330,1,0
103586,33,140871,89263,1,629,2,1
103587,57,138645,57107,35,468,3,1
103588,53,23407,71554,19,565,1,1
103589,44,118943,22563,15,607,1,1
103590,64,52940,75729,2,758,1,1
103591,31,25666,20701,29,484,1,1
103592,37,57122,74072,1,633,4,1
103593,24,138647,53217,34,814,2,1
103594,45,45092,49610,25,740,1,0
103595,50,149753,89422,4,690,3,0
103596,29,143402,55131,1,553,1,1
103597,41,95645,34410,19,634,4,0
103598,40,121190,63715,33,699,0,1
103599,39,120468,43665,33,465,0,1
103600,39,149207,20957,19,559,2,1
103601,32,46505,53127,24,303,0,0
103602,57,56713,68589,19,418,1,1
103603,62,74387,51008,24,769,4,1
103604,37,63169,66920,13,769,2,0
103605,57,93282,37875,38,792,1,1
103606,59,97511,6626,11,799,0,0
103607,48,71742,95815,4,369,3,1
103608,61,60522,68822,1,669,1,0
103609,55,101132,76765,15,480,3,0
103610,38,139622,77413,29,304,3,0
103611,34,138764,38642,37,496,2,0
103612,55,123489,43311,23,346,4,0
103613,64,119397,37356,29,439,0,1
103614,61,23880,8809,36,839,0,0
103615,27,63454,48371,38,726,1,0
103616,61,75711,39875,10,609,0,1
103617,33,63539,14465,13,573,2,0
103618,38,128984,71095,22,838,0,1
103619,57,88321,78844,15,689,1,1
103620,33,107985,70250,20,758,0,1
103621,56,34799,91889,3,660,4,1
103622,51,134584,20250,32,368,3,1
103623,22,124843,51023,13,730,3,1
103624,36,80102,51624,18,331,3,1
103625,29,70726,21427,4,812,4,0
103626,29,68784,38276,35,481,2,0
103627,58,140364,76643,30,547,1,1
103628,31,133034,84012,17,596,4,1
103629,42,63333,8439,30,329,1,1
103630,53,60828,90848,29,601,2,1
103631,56,89526,92331,20,775,4,1
103632,43,74362,83672,29,651,0,1
103633,54,73997,84703,3,781,2,0
103634,29,143973,22300,4,616,3,0
103635,44,70341,65289,9,696,4,1
103636,28,39073,22182,26,388,2,1
103637,27,122399,75507,15,533,2,0
103638,56,34549,55912,29,467,4,1
103639,38,103795,31909,12,425,3,1
103640,23,76920,24659,35,419,3,0
103641,48,105326,36403,20,727,2,0
103642,26,95515,38586,39,489,1,0
103643,64,149392,15360,14,727,2,1
103644,64,40316,26424,19,501,4,1
103645,41,46183,53791,19,358,4,1
103646,48,113860,8065,4,522,4,0
103647,60,44624,73795,31,791,3,1
103648,21,82515,17300,5,310,0,0
103649,56,123712,38370,29,811,4,1
103650,41,105781,74831,25,609,4,1
103651,63,66705,32209,36,333,1,1
103652,55,109326,25927,12,639,1,0
103653,33,46756,39579,28,780,2,1
103654,30,80390,14032,4,392,2,0
103655,64,88369,98254,24,432,2,0
